name,gender,usage,category
セラドン,,f,ai
セリース,,f,ai
シャルトリューズ,,f,ai
ローズ,,f,ai
シアン,,f,ai
ピュース,,f,ai
スカーレット,,f,ai
シエナ,,f,ai
アクアマリン,,f,ai
モーブ,,f,ai
エボニー,,f,ai
ヴィリディアン,,f,ai
ガンメタル,,f,ai
イクテリン,,f,ai
オクタリン,,f,ai
エクリュ,,f,ai
インディゴ,,f,ai
アイボリー,,f,ai
ジェイド,,f,ai
ラベンダー,,f,ai
ネイビー,,f,ai
オーカー,,f,ai
ヘリオトロープ,,f,ai
オリーブ,,f,ai
オニキス,,f,ai
パール,,f,ai
ウンバー,,f,ai
ルビー,,f,ai
ラスセット,,f,ai
サフラン,,f,ai
サファイア,,f,ai
スレート,,f,ai
テール,,f,ai
ターコイズ,,f,ai
ウルトラマリン,,f,ai
バーミリオン,,f,ai
エクザルテッド,,l,ai
メロディック,,l,ai
エンシェント,,l,ai
ヴェロシウス,,l,ai
テナシャス,,l,ai
サガシアス,,l,ai
ドラコニアン,,l,ai
プレヴェイリング,,l,ai
パラティアル,,l,ai
オプティマル,,l,ai
パラマウント,,l,ai
トランセンデント,,l,ai
アセンデント,,l,ai
パラティネート,,l,ai
エセリアル,,l,ai
インタンジブル,,l,ai
インスクリュタブル,,l,ai
レスプレンデント,,l,ai
グロリアス,,l,ai
ラディアント,,l,ai
スプレンダラス,,l,ai
ユニーク,,l,ai
バウンドレス,,l,ai
エンドレス,,l,ai
インフィニット,,l,ai
アンシンカブル,,l,ai
アルティメット,,l,ai
ターミナル,,l,ai
オプティマム,,l,ai
スーペルラティブ,,l,ai
スプリーム,,l,ai
ウィンターミュート,,l,ai
ゴーストホイール,,l,ai
クセルクセス,,l,ai
シャーキー,"m, f",f,pirate
ヘックス,,l,pirate
ファイブエース,,l,pirate
ボーンズ,"m, f",f,pirate
スカル,m,f,pirate
クロスボーンズ,,l,pirate
プランダー,,l,pirate
レイジ,"m, f",f,pirate
マサカー,"m, f",l,pirate
フューリアス,,l,pirate
ラドリーク,,f,pirate
ロッテン,,l,pirate
グロウイング,"m, f",f,pirate
ゴールド,,l,pirate
エアロック,"m, f",f,pirate
トリガーフィンガー,"m, f",f,pirate
脱出ポッド,"m, f",f,pirate
イッチー,"m, f",f,pirate
ブッチャー,"m, f",f,pirate
レイガン,"m, f",f,pirate
ノー・プリズナーズ,,l,pirate
ラスティ,"m, f",f,pirate
ブラッド,"m, f",f,pirate
ハイジャック,"m, f",f,pirate
放射線,"m, f",f,pirate
ボンバー,"m, f",f,pirate
ノー・クレジット,,l,pirate
反物質,"m, f",f,pirate
ジョリー,"m, f",f,pirate
フォーラー,,l,pirate
ダンサー,"m, f",f,pirate
グリフター,"m, f",f,pirate
ハイバURN,"m, f",f,pirate
マスターブラスター,,l,pirate
ジャンプ,"m, f",f,pirate
ジャンパー,,l,pirate
アンブッシュ,"m, f",f,pirate
ガンストリート,"m, f",f,pirate
サボ,"m, f",f,pirate
スローターハウス,"m, f",f,pirate
ソコール,m,f,pirate
マリエッタ,f,f,pirate
ケニット,m,f,pirate
マッドネス,,l,pirate
ウルトラガンマ,"m,f",f,pirate
ブラッドワイン,,l,pirate
コールドウィンド,,l,pirate
ボンバード,m,f,pirate
サンライズ,,l,pirate
チャーミング,,l,pirate
モーディット,,l,pirate
ターン,,l,pirate
ブラックゴート,,l,pirate
ボレー,,l,pirate
サルボ,,l,pirate
ブリッツ,m,f,pirate
クーノ,m,f,pirate
クーノエッセ,f,f,pirate
シェルビー,,l,pirate
アムラ,f,f,pirate
ポム,f,f,pirate
ラックハム,,l,pirate
シャム,m,f,pirate
ナフィ,f,f,pirate
モッカー,,l,pirate
シュローク,,l,pirate
ラスク,,l,pirate
カッター,m,f,pirate
スニップ,f,f,pirate
スラッシュ,f,f,pirate
シロッコ,,l,"pirate, future"
クラッシュブロッサム,,l,pirate
シュラプネル,"m, f",f,pirate
ジグザグ,"m, f",f,pirate
フラットライン,,l,pirate
オートマティック,m,f,pirate
ミリオンズ,,l,pirate
マグネティック,f,f,"pirate, future"
アンチグラブ,,l,pirate
スクリューフロス,,l,pirate
ティスビー,f,"f, l","future, myth"
テミス,f,"f, l","future, myth"
サイケ,f,"f, l","future, myth"
ユーノミア,f,"f, l","future, myth"
ディスノミア,f,"f, l","myth, pirate"
ヒュギエイア,f,"f, l","future, myth"
エレクトラ,f,"f, l","future, myth"
ヘーベ,f,"f, l","future, myth"
ピラマス,m,"f, l","future, myth"
クレオパトラ,f,"f, l","future, myth"
ウラニア,f,"f, l","future, myth"
ヘクター,m,"f, l","future, myth"
イトカワ,,l,"future, world"
キュグ,,l,"future, myth"
エウラリア,f,"f, l","future, myth"
ポラナ,,l,"future, world"
マンタロ,,l,"future, world"
タンボ,,l,"future, world"
ケルレン,,l,future
ヴォルガ,f,"f, l",future
チャーム,f,"f, l",future
カラーズ,,l,future
トゥングスタ,,l,future
コリマ,,l,future
シャイア,,l,luddic
オリノコ,,l,future
メコン,,l,future
ネヴァ,f,"f, l",future
アサバスカ,,l,future
オームストン,,l,"world, future"
カラン,,l,"world, future"
アボンモア,,l,old english
ゼック,m,f,"fringe, future"
ウィニスク,,l,world
マタワク,,l,world
スプルース,,l,luddic
ナイフ,"m, f","f, l",pirate
オシェラガ,,l,"world, future"
ロリミエ,,l,world
モンカルム,,l,world
ラヴァル,,l,future
サグネイ,,l,future
シュトルーヴェ,,l,world
アケルナール,,l,future
アクルクス,,l,future
アルビレオ,,l,future
アルデバラン,,l,future
アルゴル,,l,future
アリオト,,l,future
アリエティス,,l,future
ヘルクレス,,l,future
ベテルギウス,,l,future
アンタレス,,l,future
アルドラ,,l,future
アルタイル,m,"f, l",future
カストル,,l,future
サイグナス,,l,future
カペラ,,l,future
カノープス,,l,future
ハマル,,l,future
ケフェウス,,l,future
フォーマルハウト,,l,future
ティーガーデン,,l,future
メイサ,,l,future
ミンタカ,,l,future
ミザール,,l,future
ミラッハ,,l,future
ミラ,f,f,world
ミール,"m, f",f,world
ポラリス,,l,future
レグルス,,l,future
リゲル,,l,future
ライラ,,l,future
サイフ,,l,future
スピカ,,l,future
クイラル,,l,world
オヨン,,l,world
アカマル,,l,future
アルコル,,l,future
アルキオネ,,l,future
アルデラミン,,l,future
イェド,,l,future
ウェゼン,,l,future
ワサト,,l,future
イルドゥン,,l,future
ザニア,,l,"future, world"
ザウラク,,l,"future, world"
ザビジャバ,,l,future
ウヌク,,l,"future, world"
ティル,,l,future
テレベラム,,l,future
テグメン,,l,future
タイグルタ,,l,future
タラゼット,,l,future
セプトラム,,l,future
レゴル,,l,"future, world"
ラナ,,l,future
プレイオネ,,l,future
ヌンキ,,l,future
ナッカー,,l,future
ナシラ,,l,future
ナオス,,l,future
マイア,,l,future
マタール,,l,future
ルシダ,f,"f, l",future
レサス,,l,future
クソラ,,l,future
クマ,"m,f",f,world
コカブ,,l,future
ケイド,,l,future
カジャム,,l,future
ソラヤ,f,f,world
ジャバ,,l,future
ヒアダム,,l,future
ホーマン,,l,"world, future"
ヘゼ,,l,future
ヘカ,m,"f, l","myth, future"
ハッサレ,,l,future
ハルダス,,l,future
ハダル,,l,future
ハディル,,l,future
ガトリア,,l,future
ギエディ,,l,future
ギエンナ,,l,future
ホメイサ,,l,future
グラフィアス,,l,future
ゴルゴネア,,l,future
テルティア,f,f,future
スライグロッグ,,l,pirate
スピネーカー,,l,pirate
ラフ,"m,f",f,pirate
クルー,"m,f",f,pirate
ジブ,"m,f",f,pirate
ハリヤード,,l,pirate
ザブラ,,l,pirate
ユロ,,l,pirate
ヨー,"m,f",l,"future, pirate"
ワーム,m,f,pirate
ウェリー,,l,pirate
ボイオル,,l,"future, pirate"
トムキン,,l,pirate
スウィープ,,l,pirate
スニー,m,f,pirate
ストレイク,,l,pirate
スプリグ,"m,f",f,pirate
スパレ,,l,pirate
タファレル,,l,pirate
スケグ,"m,f",f,pirate
スカトル,,l,pirate
スカッパー,,l,pirate
サーヴ,,l,pirate
ラン,"m,f",f,pirate
リゴル,,l,pirate
リグ,"m,f",f,pirate
クォイン,,l,pirate
プライズ,,l,pirate
オーロップ,,l,pirate
ケベル,,l,pirate
フリッチ,,l,pirate
カスカベル,,l,pirate
カーリング,,l,pirate
ガーデナー,,l,"old english, luddic"
アークライト,,l,"old english, luddic"
ラティマー,,l,"old english, luddic"
ラスター,,l,"old english, luddic"
ボルト,,l,"old english, luddic"
ブレイザー,,l,"old english, luddic"
バックラー,,l,"old english, luddic"
ペインター,,l,"old english, luddic"
カーダー,,l,"old english, luddic"
カトラー,,l,"old english, luddic"
ローパー,,l,"old english, luddic"
ソルター,,l,"old english, luddic"
シュライバー,,l,"old english, luddic"
シックスミス,,l,"old english, luddic"
ソーパー,,l,"old english, luddic"
ストリンガー,,l,"old english, luddic"
スレッドゴールド,,l,"old english, luddic"
ハロワー,,l,"old english, luddic"
ラリマー,,l,"old english, luddic"
ボロザン,,l,"world, luddic"
ボンダー,,l,"world, luddic"
チョバン,,l,"world, luddic"
チャヤット,,l,"world, luddic"
ビル,,l,"world, luddic"
シャルボニエ,,l,"world, luddic"
プレファブリエ,,l,future
モデュリエ,,l,future
バスマタリー,,l,"world, luddic"
カルネラ,,l,"world, luddic"
バンドラー,,l,"world, luddic"
カルデローネ,,l,"world, luddic"
デュボワ,,l,world
ピナール,,l,world
ミロン,,l,world
ジュノー,f,"f, l",world
ヴァルヴァー,,l,future
タービニア,,l,future
ペリジー,,l,future
アポジー,,l,future
ゴヴェダリカ,,l,world
カトナ,,l,world
カツァヴ,,l,world
ハファー,,l,world
コーラー,,l,world
ジャウンズェメ,,l,world
ルーパー,,l,world
マラゴス,,l,world
マサリク,,l,world
クーベル,,l,world
メラミド,,l,world
メルシエ,,l,world
ラホティ,,l,world
ラカトシュ,,l,world
コラロフ,,l,world
モサハリー,,l,world
ネヘル,,l,world
クエメナー,,l,world
クイック,,l,"world, pirate"
カディール,,l,world
ケサダ,,l,world
チァオ,,l,world
クエイド,,l,world
カシム,,l,world
クエイル,,l,luddic
ク,,l,world
クインラン,,l,world
オラル,,l,world
オスタ,,l,world
オロロガス,,l,world
ペカール,,l,world
ペルトネン,,l,world
セージ,,l,luddic
アニス,f,f,luddic
シャーヴィル,,l,luddic
チャイブ,,l,luddic
クローブ,,l,luddic
フェンネル,,l,luddic
ガランガル,,l,luddic
ジュニパー,,l,luddic
メイス,,l,luddic
ペッパー,,l,luddic
ローズマリー,f,f,"luddic, old english"
セイボリー,,l,luddic
ソレル,,l,luddic
スーマック,,l,luddic
タラゴン,,l,luddic
タイム,,l,luddic
ウィンターグリーン,,l,luddic
サマーブルー,,l,luddic
ソルガム,,l,luddic
大麦,,l,luddic
ライ麦,,l,luddic
テフ,,l,luddic
フラックス,,l,luddic
ヤロウ,m,f,luddic
バードック,,l,luddic
マリゴールド,f,f,luddic
チャパラル,,l,luddic
クレス,,l,luddic
タンザー,,l,world
ソルティス,,l,world
ジンドラー,,l,world
ジダル,,l,world
