id,trigger,conditions,script,text,options,notes
soeIntroNeriene3drink,DialogOptionSelected,"$option == soe_introNeriene3
$player.threwDrink",AdjustRepPerson neriene_rao FRIENDLY 2,"""カスピアン・サングは愚か者で、それに値するのです、"" 彼女は微笑みを浮かべながら言います。""私も同じことをしたいと思う時があります。でも、"" ネリエーネは周りを見回しながら言います、""家族の名を考えなければなりません。""","soe_askEstate:""ラオ家です。この邸宅の所有者です。""
soe_askOrcus:""ラオ家です。ラエスヴェルグの英雄、オルクス・ラオ提督のことです。""
soe_notExcited:""この舞踏会にあまり興奮していないようですね。""",
soeIntroNeriene3punch,DialogOptionSelected,"$option == soe_introNeriene3
$player.threwPunch",,"""カスピアン・サングは愚か者で、それに値するのです、"" 彼女はしかめっ面をしながら言います、""しかし、士官を殴ることは他の人たちに好かれることにはなりません。それは技術的には違法ですが、私の指示に従えば何も問題は起こらないでしょう。サングはそのような報告をする恥を耐えるタイプではありません。""

""それに、"" 彼女は周りを見回しながら言います、""家族を怒らせるかもしれません。""","soe_askWhyCover:""なぜ私をかばっているのですか？""
soe_askEstate:""ラオ家です。この邸宅の所有者です。""
soe_askOrcus:""ラオ家です。ラエスヴェルグの英雄、オルクス・ラオ提督のことです。""
soe_notExcited:""この舞踏会にあまり興奮していないようですね。""",
soeNerieneAskWhyCover,DialogOptionSelected,$option == soe_askWhyCover,,"彼女は一瞬あなたの目を捉え、再び群衆の方を向きます。""なぜなら... 面白いと思ったからです。""

""とにかく、その家族は反抗的な一面で知られており、それを守らないのは失礼でしょう。""","soe_askEstate:""ラオ家です。この邸宅の所有者です。""
soe_askOrcus:""ラオ家です。ラエスヴェルグの英雄、オルクス・ラオ提督のことです。""
soe_notExcited:""この舞踏会にあまり興奮していないようですね。""",
soeNerieneAskEstate,DialogOptionSelected,$option == soe_askEstate,,"""はい。はい、そうです。馬鹿げていますね？"" 彼女は少し恥ずかしそうに見えます、""つまり、ここは家です。でも、これ、この宮殿？外で起こっているすべてのことを考えると？""

彼女は、舞踏会の大きな窓を照らす鏡のセットを超えて見上げます。""私たちはドメインを再建することになっているのではありませんか？""

""多分そうです、"" 彼女は暗い表情で付け加えます。","soe_danceStarting1a:""それはどういう意味ですか？""
soe_danceStarting1b:""オルクス・ラオ提督はあなたに同意しますか？""",
soeNerieneAskOrcus,DialogOptionSelected,$option == soe_askOrcus,,"""ああ、はい、オルクス大叔父です。"" 彼女は微笑み、古い思い出を振り返ります。

""誰も彼が逃げ切ったことを信じられません。しかし、彼のように、災害から何度も生き延びる運があるなら、そしてさらに、戦争の最も暗い日々に勝利をもたらすなら、彼らはあなたに何でも許してくれるでしょう。""

彼女はしばらく考え、次に付け加えます、""ほとんど何でも。彼の頭に少し乗りすぎていると思いますが。""","soe_danceStarting1a:""それはどういう意味ですか？""
soe_danceStarting1b:""あなたの、ええと、オルクス大叔父はここにいますか？""",
soeNerieneNotExcited,DialogOptionSelected,$option == soe_notExcited,,"""彼らを見て、"" 彼女は言います。""これらの派手な人々が互いを持ち上げ合い、公の場では笑顔と高い理想を持っている。閉じられた扉の向こうでは、陰謀や裏切り、噂が広がるだけです。""

""私はその二面性に耐えられませんでした。祖母は、個人的に受け取るのは子供じみていると言い、それが政治のやり方だと言います。"" 彼女は少しの汚れを振り払うように身をよじります。","soe_danceStarting1a:""それなら、なぜここにいるのですか？""
soe_danceStarting1b:""オルクス・ラオ提督はあなたに同意しますか？""",
soeDanceStarting1a,DialogOptionSelected,$option == soe_danceStarting1a,"$option = soe_danceStarting1b 0
FireBest DialogOptionSelected",,,
soeDanceStarting1b,DialogOptionSelected,$option == soe_danceStarting1b,,"ネリエーネが返事を始めると、あなたは舞踏会の群衆が部屋の端に引き下がっているのに気づきます。サングとのやり取りの間に、何かの発表を見逃したに違いありません。大ホールの端にいる生バンドがワルツを演奏し始めています。

ダンサーたちはフロアの端からペアを組みます。あなたはサングと彼の手下があなたを見守っているのをちらりと見ますが、まだネリエーネの存在によって抑えられています。

あなたは彼女に何らかの合図を求めます。彼女は期待を持ってあなたを見ています。","soe_danceStarting2a:""行きましょうか？""
soe_danceStarting2b:何も言わない
soe_noDancing:""踊りません。""
soe_startDanceDrink:""あの、宇宙艦長はここでどこで新しい飲み物を手に入れられますか？""
soe_startDanceJump:トランスバースジャンプを開始しようと非常に努力する",
soeDanceStarting2a,DialogOptionSelected,$option == soe_danceStarting2a,$player.playerStartedDance = true 0,ラオ家のネリエーネがうなずき、あなたの手を取ります。あなたは、特異点の重力井戸の必然性に引き寄せられて、ダンスフロアの中心に向かいます。,soe_danceRound1:続ける,
soeDanceStarting2b,DialogOptionSelected,$option == soe_danceStarting2b,$player.nerieneStartedDance = true 0,ラオ家のネリエーネがあなたの手を取り、特異点の重力井戸の必然性に引き寄せてダンスフロアの中心に向かいます。,soe_danceRound1:続ける,
soeDanceStarting2c,DialogOptionSelected,$option == soe_noDancing,,ラオ家のネリエーネが疑わしげな目であなたを見つめます。「少なくとも試してみる気はありますか？」,"soe_danceStarting2cYes:""はい。""
soe_danceEscape1:""いいえ。今から出ます。""",
soeDanceStarting2cYes,DialogOptionSelected,$option == soe_danceStarting2cYes,$player.nerieneStartedDance = true 0,"""それなら、私が見せてあげるわ。"" 彼女は言いながらあなたの手を取り、特異点の重力井戸の必然性に引き寄せられてダンスフロアの中心に向かいます。",soe_danceRound1:続ける,
soeDanceStarting2d,DialogOptionSelected,"$option == soe_startDanceDrink
$player.tookDrink",,"ラオ家のネリエーネが疑わしげな目であなたを見つめます。「あなたの手に一つあるわ。でも、踊るならそれを置かなければならないわ。」

彼女は指を鳴らし、すぐにサーヴィターがトレイを持ってあなたの飲み物を取りに現れます。","soe_danceStarting2b:飲み物を置く
soe_danceStarting2a:飲み物を一気に飲み干してグラスを置く
soe_danceEscape1:""あの、今から失礼します。""",
soeDanceStarting2g,DialogOptionSelected,$option == soe_startDanceJump,,彼女は疑わしげな目であなたを見つめます。「調子はどうですか、$playerSirOrMadam？」,"soe_danceStarting2f:""トランスバースジャンプを開始しようとしていました。""
soe_danceStarting2a:""踊りませんか？""
soe_danceStarting2b:""何をしたいですか？""
soe_danceEscape1:""あの、今から失礼します。""",
soeDanceStarting2e,DialogOptionSelected,"$option == soe_startDanceDrink
!$player.tookDrink",,彼女は疑わしげな目であなたを見つめます。「あなたは時間稼ぎをしていますか、$playerSirOrMadam？これはあなたの評判にふさわしくありません。」,"soe_danceStarting2f:""私の評判？""
soe_danceStarting2a:""踊りませんか？""
soe_danceStarting2b:""何をしたいですか？""
soe_danceEscape1:""あの、今から失礼します。""",
soeDanceStarting2f,DialogOptionSelected,$option == soe_danceStarting2f,,彼女の疑わしげな目は、しだいに冷ややかさを増していきます。,"soe_danceStarting2a:""踊りませんか？""
soe_danceStarting2b:""何をしたいですか？""
soe_danceEscape1:""あの、今から失礼します。""",
soeDanceEscape1,DialogOptionSelected,$option == soe_danceEscape1,"$player.leftNerieneOnDanceFloor = true
EndConversation DO_NOT_FIRE
AdjustRepPerson neriene_rao NEUTRAL -1",あなたは振り返り、部屋の端に向かって進みます。ダンスフロアには、困惑した様子のラオ家のネリエーヌが残っています。,soe_danceEscape2:続ける,
soeDanceEscape2,DialogOptionSelected,$option == soe_danceEscape2,"MarketReduceRandomRep
AdjustRep hegemony SUSPICIOUS -1","サングの手下たちからの嘲笑と笑い声が聞こえますが、あなたがバンケットホールに背を向けると、簡単に無視されます。

あなたは、彼らの冗談の的になることは間違いないと確信しています。

制服を着たスタッフの一人に簡単に尋ねると、控えめな使用人用のエレベーターにアクセスでき、手間をかけずにシャトルのパッドに戻ることができます。",soe_danceEscape3:続ける,
soeDanceEscape3,DialogOptionSelected,$option == soe_danceEscape3,BeginConversation neriene_rao,"スタッフは効率的で、あなたの介入なしに随行員が呼ばれますが、彼らは食事の途中で中断されたようで、手を拭き、一人の警備員が抗酩酊剤を口にしています。

あなたのシャトルは準備が整い、出発の準備ができています。",soe_danceEscapeEnd:搭乗し、軌道への帰還を命じる,
soeDanceEscapeEnd,DialogOptionSelected,$option == soe_danceEscapeEnd,"EndConversation DO_NOT_FIRE
$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen",あなたのシャトルは、$entityNameの上にある$shipOrFleetに再合流します。,,
soeDanceRound1a,DialogOptionSelected,"$option == soe_danceRound1
$player.nerieneStartedDance","$option = soe_danceRound2 0
FireBest DialogOptionSelected",最初は、エベントイドのエリートとバンケットダンスをすることに慣れていないため、あなたはついていくのが遅れますが、ネリエーヌは忍耐強く、地元の習慣について低い声で指示を提供してくれます。彼女は、あなたが疑うように、プレッシャーの下で優れたパフォーマンスを発揮するために新米の乗組員を勇気づけることができる指揮官です。,,
soeDanceRound1b,DialogOptionSelected,"$option == soe_danceRound1
$player.playerStartedDance","$option = soe_danceRound2 0
FireBest DialogOptionSelected",彼女はすぐに従いますが、その役割には慣れていないと思われます。また、エベントイドのヘゲモニーエリートとのバンケットダンスもあなたの得意分野ではありませんが、ネリエーヌは地元の習慣に従っていくつかの提案を低い声で提供してくれます。彼女は、あなたが疑うように、プレッシャーの下で優れたパフォーマンスを発揮するために新米の乗組員を勇気づけることができる指揮官です。,,
soeDanceRound2,DialogOptionSelected,$option == soe_danceRound2,,しばらくすると、あなたたちは動きのリズムに引き込まれ、短い間ですが、ちっぽけないじめっ子や派閥の政治を忘れることができます。,soe_danceRound3:続ける,
soeDanceRound3,DialogOptionSelected,$option == soe_danceRound3,,"次の曲が始まり、慣性があなたを引き寄せます。

「さて」と、ネリエーヌがあなたの肩越しに言います。「私が誰で、なぜここにいるのか知っているでしょう。」一歩、回転。

「なぜここにいるのですか、キャプテン？カスピアン・サングのためではないことは知っています。」","soe_danceReplyImportant:""重要な人と話したいと思っていました。""
soe_danceReplyParty:""良いパーティーへの招待を断ることはできません。""
soe_danceReplySang:""本当にサングを間違っていると証明するためでした、何かしら。""
soe_danceReplyFelt:""なんとも言えません。ここにいるべきだと感じました。""
soe_danceReplyYou:""もちろん、あなたのためです。""",
soeDanceRound3important,DialogOptionSelected,$option == soe_danceReplyImportant,AdjustRepPerson neriene_rao FRIENDLY 1,"""それなら、あなたを失望させてしまったことをお詫びしなければなりません。""と彼女は皮肉な笑みを浮かべて言います。",soe_danceRound4:続ける,
soeDanceRound3party,DialogOptionSelected,$option == soe_danceReplyParty,AdjustRepPerson neriene_rao FRIENDLY 1,"""良いですね、""と彼女は微笑みながら言います。""やっと楽しみ始めているからです。""",soe_danceRound4:続ける,
soeDanceRound3sang,DialogOptionSelected,$option == soe_danceReplySang,,彼女は眉をひそめて言います。「その気持ちには同意しますが、心配すべきは彼ではありません。」,soe_danceRound4:続ける,
soeDanceRound3felt,DialogOptionSelected,$option == soe_danceReplyFelt,AdjustRepPerson neriene_rao FRIENDLY 1,"""それなら運命ですね、""と彼女は皮肉な笑みを浮かべて言います。""あなたをロマンチストだとは思っていませんでした。""",soe_danceRound4:続ける,
soeDanceRound3you,DialogOptionSelected,$option == soe_danceReplyYou,AdjustRepPerson neriene_rao FRIENDLY 1,"""あからさまな嘘です、""と彼女は微笑みながら言います。""でも、いい考えですね。""",soe_danceRound4:続ける,
soeDanceRound4,DialogOptionSelected,$option == soe_danceRound4,,ネリエーヌの目があなたの後ろの何かに集中し、彼女の表情が硬くなり、あなたから離れます。,soe_danceRound5:続ける,
soeDanceRound5,DialogOptionSelected,$option == soe_danceRound5,ShowSecondPerson caspian,"""ああ $playerName!""

その鼻にかかった声はよく知っている。ゆっくりと振り向くと、カスピアン・サングと彼の厚首の中尉が後ろにいるのが見えた。",soe_danceRound6:続ける,
soeDanceRound6,DialogOptionSelected,$option == soe_danceRound6,"ShowThirdPerson magnus_cardona
FireBest SOEDuelIntro
$player.metCardona = true","新しい中尉はサングを完全に無視する。「ネリエーネ、」彼は言う。「これは何だ、辺境のゴミと一緒にいるのか？」

「マグナス・カルドナ、」彼女はあなたにささやく。「本当にひどい奴で-」",,
soeDuelIntro1a,SOEDuelIntro,!$player.threwPunch,"AdjustRepPerson magnus_cardona VENGEFUL -40
#AdjustRep hegemony SUSPICIOUS -2","サングが叫ぶ。「補助艦長に話させろ！」

カルドナはサングに黙らせる視線を送り、次にあなたに無表情でじっと見つめる。「今夜、この辺境の野蛮人がヘゲモニーの士官の名誉を傷つけたと理解している。」

ダンスは止まり、バンドもようやく気づいた。全ての視線があなたに向けられている。","soe_duelIntroCaspian:""いいえ、カスピアンはそれを全て自分でやった。""
soe_introWhoMe:""私、ですか？""
soe_introDrink:""みんなで飲んで落ち着きませんか。""",
soeDuelIntro1b,SOEDuelIntro,$player.threwPunch,"AdjustRepPerson magnus_cardona VENGEFUL -40
#AdjustRep hegemony SUSPICIOUS -2","カルドナが叫ぶ。「今夜、この辺境の野蛮人がヘゲモニーの士官の名誉を襲ったと理解している。」

ダンスは止まり、バンドもようやく気づいた。全ての視線があなたに向けられている。","soe_duelIntroCaspian:""カスピアンは殴りたくなる顔をしているから、仕方がない。""
soe_introWhoMe:""私、ですか？""
soe_introDrink:""みんなで飲んで落ち着きませんか。""",
soeDuelIntroCaspian,DialogOptionSelected,$option == soe_duelIntroCaspian,"FireAll SOEDuelResponses
Call $global.soe_ref crowdGasp","""彼は無関係だ。お前は制服を攻撃した。それに対して、"" カルドナは剣を緩めながら言う、 ""名誉ある戦いを挑む。""

サングはその瞬間を楽しむように彼の後ろでにやりと笑う。",,
soeDuelIntroWhoMe,DialogOptionSelected,$option == soe_introWhoMe,"$option = soe_introDrink 0
FireBest DialogOptionSelected",,,
soeDuelIntroDrink,DialogOptionSelected,$option == soe_introDrink,"FireAll SOEDuelResponses
Call $global.soe_ref crowdGasp","""お前だ。 $playerName。お前は制服を攻撃した。それに対して、"" カルドナは剣を緩めながら言う、 ""名誉ある戦いを挑む。""

サングはその瞬間を楽しむように彼の後ろでにやりと笑う。",,
soeDuelResponseAccept,SOEDuelResponses,,,,"soe_duelAccept:""受け入れます。""",
soeDuelResponseScared,SOEDuelResponses,!$scaredSang,,,"soe_duelScared:""自分で私と戦うのが怖いのか、カスピアン？""",
soeDuelResponseLegal,SOEDuelResponses,!$isThisLegal,,,"soe_duelLegal:""これは合法なのか？""",
soeDuelResponseSpace,SOEDuelResponses,!$preferSpace,,,"soe_duelSpace:""宇宙戦闘の方が好きだ。""",
soeDuelResponseNo,SOEDuelResponses,,,,"soe_duelNo:""いいえ、結構です。""",
soeDuelAccept,DialogOptionSelected,$option == soe_duelAccept,,カルドナはうなずく。「準備しろ。」,soe_duelPrepare:続ける,
soeDuelScared,DialogOptionSelected,$option == soe_duelScared,"$scaredSang = true 0
HideSecondPerson
FireAll SOEDuelResponses",カルドナが前に出て、あなたとサングの間に入る前に、サングのパニックの一瞬を捉える。「私が挑戦したのだ。今すぐ答えろ！」,,
soeDuelLegal,DialogOptionSelected,$option == soe_duelLegal,"$isThisLegal = true 0
FireAll SOEDuelResponses","""そうなってしまうのが恐ろしい、"" ネリエーネは言う。""技術的には。""",,
soeDuelSpace,DialogOptionSelected,$option == soe_duelSpace,"$preferSpace = true 0
FireAll SOEDuelResponses","""エヴェンタイドでは、私たちは対面で戦う勇気を持っている、"" カルドナは言う。

""今、私の挑戦に答えろ！""",,
soeDuelNo,DialogOptionSelected,$option == soe_duelNo,,"""それなら、お前は私たちの中にいるべきではないことを証明する、"" カルドナは嘲笑する。

""お前は泥棒や失敗者の薄い辺境の血を持っている。今すぐ這い去れ、野蛮人、お前が自分を治めることができなかったときにヘゲモニーがお前の種族を救いに来たことに感謝しろ。""","soe_duelAccept:""考え直して、受け入れます。""
soe_duelNoLeave1:""あなたの粗野な伝統は何も証明しない。さようなら。""
soe_duelWhoBarbarian:""野蛮人？お前は巨大なカトラリーで客を脅かしているのだ。""
soe_duelNoLeave2:去る",
soeDuelWhoBarbarian,DialogOptionSelected,$option == soe_duelWhoBarbarian,AdjustRepPerson magnus_cardona VENGEFUL -5,"これに対して、観衆からは数人のくすくす笑いと大声が上がる。カルドナは怒りを込めて左右を見渡し、次にあなたを真っ直ぐに見つめる。

""私の挑戦に答えろ、"" 彼は叫ぶ、 ""今すぐに！""","soe_duelAccept:""考え直して、受け入れます。""
soe_duelNoLeave1:""あなたの粗野な伝統は何も証明しない。さようなら。""
soe_duelNoLeave2:ただ去れ",
soeDuelNoLeave1,DialogOptionSelected,$option == soe_duelNoLeave1,"$option = soe_duelNoLeave2 0
FireBest DialogOptionSelected",,,
soeDuelNoLeave2,DialogOptionSelected,$option == soe_duelNoLeave2,"EndConversation DO_NOT_FIRE
HideSecondPerson
HideThirdPerson
$option = soe_duelLeaveGo 0
FireBest DialogOptionSelected",ネリエーネがあなたに続いてきます。「いいわ」と彼女は小声で言います。,,
soeDuelPrepare,DialogOptionSelected,$option == soe_duelPrepare,"HideSecondPerson
HideThirdPerson","あなたの受け入れが群衆に広がり、彼らを夢から覚まさせます。彼らのささやきがホールを満たします。カルドナ、サン、そして他の者たちが集まり、舞踏会の一端にある高い扉に向かって歩き始めます。他の人々も加わり、ほとんどが士官で、ほとんどが若い男性です。

「おばあさま！」とネリエーネが叫びます。あなたは彼女の懇願する視線を追い、全体の事を見守る威厳のある女性に目を向けます。「これを止めてください。この夜に流血の必要はありません。」",soe_duelPrepare2:続ける,
soeDuelPrepare2,DialogOptionSelected,$option == soe_duelPrepare2,ShowSecondPerson augusta_rao,あなたはニュースホロからオーガスタ・ラオを認識します。彼女の頭はほとんど気づかれないほどに傾きます - 否定のサイン - その後、彼女は背を向けて去り、彼女の後ろには大臣や貴族の一団が続きます。,soe_duelPrepare3:続ける,
soeDuelPrepare3,DialogOptionSelected,$option == soe_duelPrepare3,"EndConversation DO_NOT_FIRE
ShowImageVisual eventide
Call $global.soe_ref THEDUEL",,soe_duelPrepare4:続ける,
soeDuelPrepare4,DialogOptionSelected,$option == soe_duelPrepare4,FireAll SOEDuelPrepResponse,"あなたの前のベンチには決闘キットが置かれています：硬化したブーツ、手袋、ヘルメット。致命的でない突きや切り傷のみを許可するように判断する素材でできた neatly folded ジャンプスーツが、怪我の際に自動的に応急処置を行う埋め込まれた医療センサーのセットと共に提供されます。「死亡は非常に稀です」と小さな貴族がネリエーネ・ラオに鞘を手渡しながらあなたに保証します。

彼女は不機嫌そうな表情で見物人の方に彼を手で追い返します。あなたの周りには集まっている人が少なく、カルドナやサンを煽っている人たちよりも制服の数が少ないです。

「これは馬鹿げている」と彼女は言い、剣を手幅分引き出して刃を調べます。「あなたはこれを続ける必要はない。」",,
soeDuelPrepResponseBeginDuel,SOEDuelPrepResponse,$player.gotSword,,,"soe_duelPrepReady:""戦う準備ができています。""",
soeDuelPrepResponseCoward,SOEDuelPrepResponse,!$prepSaidCoward,,,"soe_duelPrepCoward:""彼らに私を臆病者だと思わせたくない。""",
soeDuelPrepResponseCoward2,SOEDuelPrepResponse,"$prepSaidCoward
!$prepSaidCoward2",,,"soe_duelPrepCoward2:""カルドナのような人々とはどういう意味ですか？""",
soeDuelPrepResponseQuaint,SOEDuelPrepResponse,!$prepSaidQuaint,,,"soe_duelPrepQuaint:""ここには魅力的な伝統がありますね。""",
soeDuelPrepResponseSword,SOEDuelPrepResponse,!$player.gotSword,,,soe_duelPrepSword:ただ剣を取れ,
soeDuelPrepResponseStudied,SOEDuelPrepResponse,!$player.gotSword,"SetStoryOption soe_duelPrepStudied 1 soe_duelPrepStudied combat ""Called upon sword combat training while dueling on Eventide""",,"soe_duelPrepStudied:""私は刃を学びました。"" (簡単な戦い)",
soeDuelPrepTutorialAsk,SOEDuelPrepResponse,"$player.gotSword
!$askDoTutorial",$askDoTutorial = true 0,ネリエーネは一瞬立ち止まり、「これを行う前に、いくつかの練習スイングをしてウォームアップしたいですか？」と言います。,,
soeDuelPrepTutorialDo,SOEDuelPrepResponse,"$player.gotSword
!$didSwordTutorial",,,soe_duelTutorialStart:いくつかの練習スイングをする（剣のチュートリアル）,
soeDuelPrepResponseLeave,SOEDuelPrepResponse,,,,"soe_duelPrepLeave:""あなたが正しい、これは馬鹿げている。私は去ります。""",
soeDuelTutorialStart,DialogOptionSelected,"$option == soe_duelTutorialStart
!$player.bladeSkill",Call $global.soe_ref beginTutorial false,,,
soeDuelTutorialStartSkilled,DialogOptionSelected,"$option == soe_duelTutorialStart
$player.bladeSkill",Call $global.soe_ref beginTutorial true,,,
soeDuelTutorialEnd,SOETutorialFinished ,,FireAll SOEDuelPrepResponse,"""まあ。"" ネリエーネは言葉を慎重に考えます。「カルドナは飲んでいると思うので、それが助けになるでしょう。」",,
soeDuelPrepCoward,DialogOptionSelected,$option == soe_duelPrepCoward,"$prepSaidCoward = true 0
FireAll SOEDuelPrepResponse",ネリエーネはため息をつき、「あの子たちが何を考えているかは関係ない。おばあさまがこれを許可しているなんて信じられない。カルドナのような人々を勇気づけることは問題を引き起こすだろう。」,,
soeDuelPrepCoward2,DialogOptionSelected,$option == soe_duelPrepCoward2,"$prepSaidCoward2 = true 0
FireAll SOEDuelPrepResponse","""それは、ええと。複雑です。政治的なことです。"" 彼女はそれについて話すのが好きではないと思います。

「ヘゲモニーには、彼らが - 私たち、つまり第14戦闘群の士官の家族から来た人々 - が他の誰よりも優れていると思っている人たちがいます。馬鹿げています。」",,
soeDuelPrepSword,DialogOptionSelected,$option == soe_duelPrepSword,"$player.gotSword = true 0
FireAll SOEDuelPrepResponse","彼女は剣の鞘をあなたに渡し、「これは父からもらったものです。」

「でも、特別な価値はありません。」彼女はあなたに一瞬の視線を送り、「私は剣術には興味がありませんでした。」",,
soeDuelPrepQuaint,DialogOptionSelected,$option == soe_duelPrepQuaint,"$prepSaidQuaint = true 0
FireAll SOEDuelPrepResponse","""文明社会には無用なものだ""と彼女は言います。「でも、私たちはそれほどでもないでしょう。」

彼女は鏡のセットの一つを見ます。",,
soeDuelPrepStudied,DialogOptionSelected,$option == soe_duelPrepStudied,"AddTextSmall ""Revealed sword combat training"" highlight
$player.bladeSkill = true
$player.gotSword = true 0
FireAll SOEDuelPrepResponse","ネリエーネは鞘をあなたに渡しながら疑念の表情を浮かべます。

あなたは一度の動作で刃を引き出し、突きを一、二回示します。あなたの周りに集まった群衆は歓声を上げ、ロッジアの反対側に向かって自慢の声を上げます。

「彼らは私が思っていたよりも大きな間違いを犯したかもしれない」と彼女は感心した表情で認めます。",,
soeDuelPrepReady,DialogOptionSelected,$option == soe_duelPrepReady,,"""本当に大丈夫なら、"" 彼女は言います。

あなたが去り始めると、彼女は「そして...彼に地獄を見せて！」と付け加えます。",soe_duelPrepDone:続ける,
soeDuelPrepLeave,DialogOptionSelected,$option == soe_duelPrepLeave,"$option = soe_duelLeaveGo 0
FireBest DialogOptionSelected","""いいわ、"" 彼女は言い、決闘キットの山に鞘を落とします。",,
soeDuelLeaveGo,DialogOptionSelected,$option == soe_duelLeaveGo,MarketReduceRandomRep,群衆は野次を飛ばします。ネリエーネは最も近い野次者に殺意のある視線を向けます。彼らはこの決闘に対して思っていたよりも熱心ではなかったことをすぐに悟ります。しかし、彼女のラオ家の一員であり舞踏会のホストである地位は、あなたを一般的な軽蔑から守ることはなく、彼女はすぐにあなたを控えめな使用人用のエレベーターを通して導き、シャトルのパッドに戻ります。,soe_duelPrepLeave2:続ける,
soeDuelPrepLeave2,DialogOptionSelected,$option == soe_duelPrepLeave2,BeginConversation neriene_rao,"スタッフは効率的です；あなたの随行者はあなたの介入なしに呼ばれますが、彼らは食事の途中で中断されたようで、手を拭き、一人の警備員が抗酔薬を口にしています。

シャトルが準備され、ネリエーネは発射台からあなたを見送ります。

「まあ、」彼女は不快そうに言います。「すべてに対して謝罪します。私たちは皆、部族的な野蛮人ではありません。」","soe_duelPrepLeaveWontHold:""あなたの行動を責めるつもりはない。""
soe_duelPrepLeaveBravado:""もっとひどい目に遭ったことがある。船体の損傷ではないから。""
soe_duelPrepLeaveDatingSim:""ダンスは楽しかった。またやりたいね。""
soe_duelPrepLeaveRude:""やめて。彼らはあなたが本当に何者かを見せてくれた。""",
soeDuelPrepLeaveWontHold,DialogOptionSelected,$option == soe_duelPrepLeaveWontHold,,"彼女は頷き、あなたの言葉を受け入れ、顔は依然として厳しいままだ。""より良い時まで、キャプテン。"" 彼女はあなたが返事する前に振り返り、邸宅の複合施設に向かって歩き去る。",soe_duelPrepLeaveEnd:離れる,
soeDuelPrepLeaveBravado,DialogOptionSelected,$option == soe_duelPrepLeaveBravado,,"""いいえ、そうではないと思います。"" 彼女は言い、微笑みの兆しを見せる。""より良い時まで、キャプテン。"" 彼女はあなたが返事する前に振り返り、邸宅の複合施設に向かって歩き去る。",soe_duelPrepLeaveEnd:離れる,
soeDuelPrepLeaveDatingSim,DialogOptionSelected,$option == soe_duelPrepLeaveDatingSim,"AdjustRepPerson neriene_rao FRIENDLY 1
$player.soe_wasNiceToNeriene = true","""それはいいですね。"" 彼女は言い、微笑みの兆しを見せる。彼女はもっと言おうとしているように見えるが、代わりに素早く頷き、あなたが返事する前に振り返り、邸宅の複合施設に向かって歩き去る。",soe_duelPrepLeaveEnd:離れる,
soeDuelPrepLeaveRude,DialogOptionSelected,$option == soe_duelPrepLeaveRude,"AdjustRepPerson neriene_rao SUSPICIOUS -5
$player.soe_wasRudeToNeriene = true",彼女は傷ついた様子で、話そうと口を開けてから閉じ、すぐに振り返って邸宅の複合施設へと向かう。,soe_duelPrepLeaveEnd:離れる,
soeDuelPrepLeaveEnd,DialogOptionSelected,$option == soe_duelPrepLeaveEnd,"Call $global.soe_ref cleanUpMusicPlayer
EndConversation DO_NOT_FIRE
$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen",あなたのシャトルは、$entityNameの上にある$shipOrFleetに再合流します。,,
soeDuelPrepDone,DialogOptionSelected,$option == soe_duelPrepDone,"EndConversation DO_NOT_FIRE
ShowImageVisual eventide","決闘用の装備を身に着け、ネリエーネの剣を振るいながら、あなたは谷の上にかかるような柱のあるロッジアの一端に導かれます。

マグナス・カルドナが前に出て、群衆は後退します。",soe_duelStart:戦う,
soeDuelStart,DialogOptionSelected,$option == soe_duelStart,"EndConversation DO_NOT_FIRE
Call $global.soe_ref beginDuel false",,,
soeDuelStartSkilled,DialogOptionSelected,"$player.bladeSkill
$option == soe_duelStart","EndConversation DO_NOT_FIRE
Call $global.soe_ref beginDuel true",,,
# soe Won Duel ,,,,,,
soeFightWin,SOEDuelFinished,$soe_playerWonDuel,"$player.soe_wonDuel = true
Call $global.soe_ref postDuel","観衆はカルドナが床に倒れ込むと、共感的な痛みの声を上げます。緊張した沈黙が続きます。

サンと彼の手下たちは恐怖に満ちた表情をしています。後ろの見物人たちは凍りつき、戸惑っています。",soe_fightWin2:続ける,
soeFightWin2,DialogOptionSelected,$option == soe_fightWin2,AdjustRep hegemony WELCOMING 3,"何か大きく見えないものが、見えないてこの上で転がり、臨界点に向かいます。状態変化を引き起こす臨界質量の閾値です。

誰かが歓声を上げ始め、次第に拍手と叫び声が高まります。今日、私たちは外部者を称賛することに合意します。",soe_fightWin3:続ける,
soeFightWin3,DialogOptionSelected,$option == soe_fightWin3,,"あなたは、数分前には友人ではなかった興奮した revelers の肩に持ち上げられています。あなたは身体的に大広間に戻され、そこで圧力をかけた飲料が開封されます。

王のように主賓席に置かれ、あなたは集まった人々に勝利や名誉の化身、あるいは明日みんなが酔いが覚めたときにはあまり意味をなさないであろう他の概念のカルトオブジェクトとして紹介されます。",soe_fightWin4:続ける,
