id,type,text1,text2,text3,text4,text5,notes
slipstream,TERRAIN,ハイパースペースの流れは、古代の海の航海者が旧地球で航行した潮流に似ている。,,,,,
nebula,TERRAIN,水素、ヘリウム、そして塵の星間雲は、内部に隠れている艦隊を助ける可能性のある重要なセンサー雑音を引き起こす。(相対的に)厚い媒体は、ドライブフィールドの操作にも干渉する。,,,,,
event_horizon,TERRAIN,ブラックホールの事象の地平線近くの重力フラックスは極端である。,,,,,
pulsar_beam,TERRAIN,相対論的で磁化されたジェットが強い放射線と組み合わさっている。中性子星から一般的に放出される。,,,,,
corona,TERRAIN,星を取り囲む高温プラズマのハロー; ほとんどの船はコロナからの極端な放射線の爆撃に長時間さらされることに耐えるようには作られておらず、内部に留まるとダメージを受ける。,,,,,
corona_aka_mainyu,TERRAIN,高エネルギーイオンと非常に強い磁気変動の嵐。ほとんどの船はこのような極端な放射線の爆撃に長時間さらされることに耐えるようには作られておらず、内部に留まるとダメージを受ける。,,,,,
asteroid_belt,TERRAIN,小惑星が豊富に存在する軌道ゾーン。,,,,,
ring,TERRAIN,センサー雑音を引き起こし、内部に隠れている艦隊を助ける密度の高い塵または氷の円盤。この媒体は、船を有意に減速させるには十分な密度ではない。,,,,,
debris_field,TERRAIN,戦闘後、回収作業後、または単に重力的に安定した場所で漂っている残骸。,,,,,
asteroid_field,TERRAIN,小惑星が豊富に存在する空間のボリューム。,,,,,
magnetic_field,TERRAIN,高エネルギーの荷電粒子を捕らえる強力な磁場。内部に潜む艦隊のセンサー読み取りを得ることは非常に困難である。,,,,,
hyperspace_normal,TERRAIN,このトポロジー的にエキゾチックな、完全には時空でない媒体は、星艦が星間旅行におけるユークリッド幾何学の制約を回避するために使用される。,,,,,
hyperspace_deep,TERRAIN,このハイパースペースのボリュームは特に混沌としており、ハイパースペース調整された機器の性能を妨げる。,,,,,
hyperspace_storm,TERRAIN,このハイパースペースのボリュームは混沌としたフェイズシフトを経ており、激しく変動する共鳴カスケードを引き起こしている。いわゆる「ハイパースペースストーム」に長時間さらされることに関する古代の厳しい警告は、世代を超えて宇宙飛行士たちに伝えられてきた。,,,,,
hyperspace_abyssal,TERRAIN,センサーにほぼ侵入不可能で、ドライブフィールドに巨大な圧力をかける深淵のハイパースペース。多くの古い宇宙飛行士の物語の主題であり、ドックサイドのバーの快適さの中で笑い飛ばされることが多い。,,,,,
stellar_mirror,CUSTOM,太陽エネルギーを反射し集中させるために使用される超軽量の軌道ミラーアレイ。恒星ミラーは一般的なテラフォーミングツールであり、その使用技術はドメインの拡張期の黄金時代にエリダニ・ユートピアテラフォーミング社によって頂点に達した。,,,,,
stellar_shade,CUSTOM,太陽エネルギーを偏向し収集するために使用される超軽量の軌道シェードアレイ。恒星シェードは一般的なテラフォーミングツールであり、その使用技術はドメインの拡張期の黄金時代にエリダニ・ユートピアテラフォーミング社によって頂点に達した。,,,,,
kite,SHIP,"馴染みのある民間デザインである「カイト」クラスのエアロシャトルは、宇宙旅行の時代においても貴重な専門技術である航空工学におけるファブリック・オルビタルの評判を日々思い出させるものである。このコンパクトな宇宙/航空機は効率的な大気飛行のために流線型に設計されており、スムーズな着陸を確保するためにデルタレベルのAIサブシステムによって調整された短時間バーストの操縦スラスターのグリッドを誇っている（この点は、よく着飾ったカップルと溢れんばかりのワイングラスをフィーチャーした面白い広告ホロによってファブリックのマーケティングによって強調されている）。カイトはそのサイズの民間船としては強力なエンジンを持っているが、特別なサブシステムが作動していないときはゼロGの操縦性に不満が残る。

崩壊後の危険なサイクルにおいて、カイトはエグゼクティブクラスのビュードームの代わりに防御タレットを装備し、2つの補助ジェットポッドはミサイルシステムに置き換えられた（これらは限られた電源を引き出す必要がない）。公平な戦闘では立ち向かうことはできないが、カイトは予想外に鋭い歯を持たせ、スピードを利用して襲撃者から逃げることができる。ルド左派の過激派は、改造されたカイトを使用して無防備な貨物船に対して攻撃兵器を届け、その後操縦サブシステムを作動させて迅速に退避することが知られている。",,,,,
gryphon,SHIP,"グリフォンは重火力支援のための非常に機動性の高いプラットフォームを提供するために設計された専用のミサイル巡洋艦である。前線の巡洋艦ではなく、護衛が提供されるときに最も効果的に運用される。

アルタイル・エクソテックによって設計されたいわゆる「巡洋艦学校」の船の波の中で、グリフォンはゲートシステムの崩壊直前に流行した力の投影戦略の重要な要素であった。グリフォンは、任務部隊の指揮官が専門的な重火力のバーストを迅速に集中させ、攻撃型巡洋艦や駆逐艦の金床に対する壊滅的なハンマーを形成することを可能にすることを意図していた。ドメイン時代の戦術マニュアルにはそのように記載されている。

特に興味深いのは、グリフォンの船体統合ミサイルナノフォージである。この固定アーキテクチャのナノフォージシステムは、戦闘の真っ只中で密に詰め込まれた事前に調製されたフィードストックを狭い範囲の弾薬に非常に迅速に変換することを可能にする。これにより、グリフォンは集中した質量を望ましい武器に効果的に変換し、戦闘中のミサイルストックの補充を可能にする。このプロセスのフラックス出力はもちろん膨大であるため、敵の火力をブロックするためにシールドに依存している艦長が統合ミサイルナノフォージシステムを使用することは推奨されない。",,,,,
hammer,WEAPON,このダムファイアロケットは、崩壊前のパーセアンセクターで小惑星採掘者によって開発された民間用途のおかげで普及していた。装備が不足している者たちのための攻撃兵器として、ハンマーは貧しい独立民兵、海賊、特にルド左派によって最も頻繁に使用されている。このことがこの武器の軽い冒涜的な別名「ルドのハンマー」を生むことになった。,,,,,
hammer_single,WEAPON,このダムファイアロケットは、崩壊前のパーセアンセクターで小惑星採掘者によって開発された用途のおかげで普及していた。装備が不足している者たちのための攻撃兵器として、ハンマーは貧しい独立民兵、海賊、特にルド左派によって頻繁に使用されている。このことがこの武器の軽い冒涜的な別名「ルドのハンマー」を生むことになった。,,,,,
hammerrack,WEAPON,"このダムファイアロケットは、崩壊前のパーセアンセクターで小惑星採掘者によって開発された用途のおかげで普及していた。装備が不足している者たちのための攻撃兵器として、ハンマーは貧しい独立民兵、海賊、特にルド左派によって頻繁に使用されている。このことがこの武器の軽い冒涜的な別名「ルドのハンマー」を生むことになった。

ハンマーバラージマウントは、量の便宜性の刺激的な例を提供する。",,,,,
jackhammer,WEAPON,"このダムファイアロケットは、崩壊前のパーセアンセクターで小惑星採掘者によって開発された用途のおかげで普及していた。装備が不足している者たちのための攻撃兵器として、ハンマーは貧しい独立民兵、海賊、特にルド左派によって頻繁に使用されている。このことがこの武器の軽い冒涜的な別名「ルドのハンマー」を生むことになった。

この特定の三発マウントは、ある賢い宇宙飛行士が民間のラックサイクラーを船体を揺らすような一発二発三発の連続射撃に改造する方法を考え出したときにその名を得た。この改造は、セクター全体に一夜にして広がった。",,,,,
squall,WEAPON,"中距離対シールドミサイルは、戦闘の開始ラウンドで無警戒な相手のシールドを無効にするために使用され、高ダメージの対装甲弾をスコールの発射後すぐに展開する機会を提供することを目的としています。

交換可能なミサイルポッドは、印象的な20発のスコール発射の迅速な再装填を容易にするために設計されましたが、ポッドの高い質量とミサイルオートローダーの扱いにくい機構により、プロセスは扱いにくく、タイミングは元のドメインアルマダの仕様をやや下回ります。それでも、スコールはシールドに依存する戦闘者に対して展開されると恐ろしい兵器システムであり、十分なポイント防御システムを持たない艦長にシールドを無効にするか、高いシールドフラックスに従うことを強いる可能性があります。これはオーバーロードにつながる可能性があります。",,,,,
locust,WEAPON,"大量の弾薬を発射して敵の戦闘機小隊を一度の発射で圧倒し、無力化するために設計された大きな短距離誘導ミサイルシステム。ローカストはより大きなターゲットに対しても使用できるが、シールドと装甲がすでに破られていない限り、相対的な効果はほとんどない。

ローカストは一度の発射で30発の小型ミサイルを発射する。頑丈で低電力の個別追尾システムは、分散型スワームインテリジェンスシステムによって調整され、ターゲットの優れた追尾を可能にし、化学マイクロスラスターが短時間の操縦性を提供する。古いスタンバイのスワーマーミサイルシステムに基づいた信頼性の高いターゲティングアルゴリズムにより、ローカストはほとんど外すことがない。ローカストは戦闘機パイロットの悪夢の中で正当にその地位を得ている。",,,,,
forgevats,SHIP_SYSTEM,事前に調製されたフィードストックを戦闘中にミサイル弾薬に迅速に変換することを可能にする固定アーキテクチャのナノフォージシステム。このプロセスのフラックス出力は膨大であるため、攻撃を受けている間に統合ミサイルナノフォージシステムを使用することは推奨されない。,特別,使用時に一部のミサイル弾薬を補充し、大量のフラックスを生成する。,,再装填されるミサイルの量は、スキルやハルモッドからの修正が加わる前の各武器の基本弾薬容量に等しい。,
forgevats_station,SHIP_SYSTEM,戦闘中に事前に調製された原料をミサイル弾薬に迅速に変換する固定アーキテクチャのナノフォージシステム。,特別,使用時に一部のミサイル弾薬を補充します。,,再装填されるミサイルの量は、スキルやハルモッドからの修正が加わる前の各武器の基本弾薬容量に等しい。,
starliner,SHIP,"より文明的な時代の旅客船、ムバイ・ゴゴル440「スターライナー」は、ドメインのシステム間を迅速かつ快適に移動するために建造されました。スターライナーは、プライベートファーストクラスキャビン、2つの食事サービスクラス、ゼロGシアター、さらにはエグゼクティブクラスの乗客専用の小さな着陸/発射場を備えています。（民間船であるため、もちろん戦闘機の修理や再武装の施設はありません）。

スターライナーは、乗客の安全を確保し、船体を日常的な摩耗から保護するために前方シールドを装備しています。セクターの現実に合わせて改装されたこの船クラスは、全帯域対ミサイルフレア発射装置や多数の砲塔を常に装備しており、冒険感を呼び起こすだけでなく、カジュアルな海賊行為を抑制し、各チケット販売に「弾薬サーチャージ」を正当化します。",,,,,
nebula,SHIP,"ムバイ・ゴゴル430「ネビュラ」の体積が大きく扱いにくい船体は、星間旅行のロマンを高めることはほとんどありませんが、同クラスの船としては尊敬すべき乗客と貨物の容量を確保しています。実際、ネビュラはその最初の生産ラインの控えめな評価以来、中堅の旅客サービスを徐々に支配するようになりました。

ネビュラは、乗客の安全を高め、船体のメンテナンススケジュールを延長するために前面シールドを装備しています。そして、このセクターが何であるかを考慮して、いくつかの弾道タレットと全帯域対ミサイルフレア発射装置が幸運な場所に取り付けられ、支払った乗客の福祉がオペレーターの最優先事項であることを保証しています。",,,,,
mudskipper,SHIP,"主に惑星間フェリーとして使用されるマッドスキッパーは、実際に星間旅行が可能です。この船は内蔵のシールドジェネレーターを持たないため、耐久性のある（民間船としては）装甲に依存して乗客や貨物を保護しなければなりません。戦闘においてマッドスキッパーに期待は薄いですが、一般的には後方に向けたタレットが装備されており、人気のサラマンダーミサイルの攻撃を防ぎます。

最初は「ペガサス」クラスとして生産されましたが、商標権の主張により公式文書ではモデルコードに戻されました。オペレーターはすぐにMGA-220モデルに「マッドスキッパー」という名前を付け、その名前が定着しました。この頑丈な小型船は、何世紀にもわたって辺境の民間輸送の主力となっており、見た目は良くありませんが、頑丈な構造はメンテナンスを簡素化し、広いバイドアは大きな柔軟性を提供します。この点において、マッドスキッパーのイメージは、マッドスキッパーが美しい乾燥テラフォームに牛の群れを輸送するというややありえないホロビデオのシーケンスによって確立されました。",,,,,
scarab,SHIP,"スカラベは、トライ・タキオン社によって開発された珍しい実験的船体です。限られた数のプロトタイプしか生産されていません。

重大な因果関係を侵害する技術はドメインによって禁止されており、この禁止はヘゲモニーの教義によって維持されています - ルド教団の支持を受けて。しかし、この技術のわずかな周辺例が、古いゲートシステムからの星間人類文明の基盤を形成しています（その運用理論によって異なります）から一般的なFTLハイパースペース旅行と通信まで。トライ・タキオンは常にこれらの技術の最前線を推進してきました - そして法律の最前線も - フェーズ技術の開発を先導することによって。スカラベの独自の船体統合プロトタイプ「テンポラルシェル」システムも例外ではありません。

したがって、スカラベが時間を操作するというよりは、局所的な参照フレームの通常の結果の速度を回避しているのです。この効果は、ルド教団の神学者にとっても一般人にとっても不快なものであり、外界の時間を遅くするように見えます。もちろん、このように述べることは、こうした奇跡に関わる応用時間物理学者の耳に入らないように避けるべきで、用語の面倒な訂正を避けるためです。",,,,,
centurion,SHIP,"堅固な重戦闘フリゲートであるセンチュリオンは、XIVバトルグループの後継国家が実践するドメイン時代の教義に従って、戦闘のラインにおける隙間を埋め、保持するために頼りにされます。

センチュリオンは、豊富なハイブリッド武器スロットと、戦闘で直面する恐ろしい火力を軽減することを可能にする統合ダンパーフィールドのおかげで、その多用途性が評価されています。",,,,,
wayfarer,SHIP,重フリゲートとしては尊敬すべき装甲と武装を備えたウェイファラーは、安全が文明的な場所（または少なくとも武装護衛）によって保証される専用レーンでのバルク貿易に適した冷酷な経済には近づきません。いいえ、ウェイファラーは、必要の厳しい法則が支配する世界の間の孤独なフロンティアの航行のための宇宙船であり、盗賊が徘徊し、自分の砲塔の交差した弧が宇宙の冷たい領域で見つけられる最高の快適さです。,,,,,
ionpulser,WEAPON,"火力向上のために構築されたこの強化版イオンキャノンは、敵のシステムとエンジンを迅速に無効にすることができる電磁パルス（EMP）を発射し、重いダメージを与え、衝突点近くのモジュールにアークを発生させます。

イオンパルサーの非標準ゲイン媒体は、3つの回転する線形加速器のいずれかを介して、高度にイオン化されたバリオン物質をコヒーレントボルトとして投影します。イオンボルトがターゲットに衝突すると、すべての種類の電子機器、センサー、燃料点火装置、ターゲティングモジュール、コンピュータなどに混乱を引き起こす局所的な磁場が生成されます。この武器は特定の回路を融合させることもあり、シールド発生器に軽度の負担をかけることができるため、恒久的なダメージはほとんどありません。船に装備される唯一の武器タイプであることは稀です。",,,,,
ionbeam,WEAPON,"長距離支援武器であるイオンビームは、ターゲットのハードフラックスレベルが上がるにつれて、シールドを通過するより多くの破壊的なEMPアークを発射することができる - 発射船にとっては高いフラックスコストがかかります。

イオンパルサーがチェルナボグ試験場に納入された後、発射テストと戦術シミュレーションの結果、この武器システムはBhilai Exospaceが獲得した元の入札で説明された役割には不適切であると結論付けられました。納入料金から重いペナルティが差し引かれ、エンジニアは戦闘プラットフォームに装備されるのに十分な範囲の充電エネルギー武器を製造するために送り返されました。6か月後、彼らはイオンビームを納入しました。

長距離イオンビームは、通常の空間に投影された回折幾何学の一形態として最もよく理解される最先端のゲインパターンを採用しています。製造が難しいこのユニークな構造は、それでも高度にイオン化されたバリオン物質をコヒーレントビームで長距離投影することを可能にし、センサー、燃料点火装置、ターゲティングモジュール、コンピュータなど、あらゆる種類の電子機器に混乱を引き起こすことで知られていますが、恒久的なダメージはほとんどありません。高フラックスターゲットに対して操作されると、イオンビームは時折、エネルギーシールドを完全に通過するアークを形成する充電を蓄積することがあります。これは、荷電粒子の蓄積がシールド拡散サイクルに干渉するためです。",,,,,
mora,SHIP,"このキャリアクラスは、普遍的なタロン戦闘機と同じ時期にキャリア中心のドメイン海軍教義の下で発注されました。オンスロートと共に戦闘の激しさに耐えるために装甲されたモラは、教義が重火器と主力艦を好む方向にシフトするにつれて、大量に退役しました。

非武装化された船体は販売され、ドメインのフロンティアで使用するための移動産業プラットフォームに改造されました。頑丈で非常に適応性のあるモラは、長距離調査、鉱業、建設、ドローン処理、移動ドライドックとしての使用において一般的な光景でした。いくつかの船体は異星の世界に半埋没され、装甲発電所や作業場として使用され、新しい集落の中心を形成しました。

崩壊後、モラの船体は専用艦隊キャリアを持たない派閥によってほぼ疑わしいほど迅速に再軍事化されました。今日、彼らは多くの不意を突かれた海賊の大名が壊れるための金床となっています。",,,,,
accretion,TERRAIN,岩、塵、ガスの川が、消滅に向かって常に内側に渦を巻いています。,,,,,
planet_gelan,CUSTOM,主星の近くを公転する大きく比較的質量のある惑星で、星風が軽い元素を吹き飛ばし、炭素と二酸化硫黄が大気を支配しています。有毒ガスの死の覆いが暴走する温室効果を生み出し、圧倒的な重力に加えて、非常に不適切な表面条件を確保します。,,,,,
planet_mairaath,CUSTOM,マイラーアスは、サイクル82での協調的なルド左派の作戦によって壊滅的な打撃を受け、その素晴らしい軌道ステーション都市が幻想的に改造された表面に対して投げられる武器となりました。残されたのは、焦げた壊れた世界であり、偉大なマヤスランの改造カバルによって慎重に育まれた気象パターンが、地球を巡る悪夢のような嵐に変わり、殺された世界の灰を永遠にかき混ぜています。,,その黙示録的な破壊の後でも、人類は依然としてマイラーアスの表面にしがみつき、壊れた偉大な都市の殻の中で寄り添い、終わりのない嵐に襲われています。,,,
derelict_probe,CUSTOM,ドメインによって銀河に送られた無数のロボットプローブ船の一例で、新しい資源を利用し、植民地化する惑星を見つけ、未知を探査するためのものです。いくつかのバリエーションは自動化された母船によって製造されています。この標本は非アクティブのようです。小さな衝撃によって凹んでおり、その船体は恐ろしい放射線の傷から虹色に輝いています。このプローブの製造は千サイクル前にさかのぼる可能性があります。,,,,,
derelict_surveyship,CUSTOM,ドメイン探査の過去の波からの自動化された調査船。こうした船は何千隻も波のように送られ、一部は独立しており、他は最初のロボットプローブの波に続いて同様に自動化された母船に取り付けられたり製造されたりしました。この明らかに反応しない船体は、荷電粒子や星間塵からの高速度の衝撃に何世紀もさらされて荒廃しています。,,,,,
derelict_mothership,CUSTOM,伝説的な調査母船の一つであり、ドメインの探査と植民地化の努力の静かな自動化された作業馬です。これは本質的にフォン・ノイマンプローブであり、調査母船は一連の小型調査船を製造するためのオートフォージ能力と、その継続的な任務を遂行するために必要な物資を含んでいます。この標本は、ドメインへの数世紀の奉仕によって焼かれ、打たれ、漂流する忘れられた船体です。,,,,,
station_derelict_survey_mothership,SHIP,伝説的な調査母船の一つであり、ドメインの探査と植民地化の努力の静かな自動化された作業馬です。これは本質的にフォン・ノイマンプローブであり、調査母船は一連の小型調査船を製造するためのオートフォージ能力と、その継続的な任務を遂行するために必要な物資を含んでいます。この標本は、ドメインへの数世紀の奉仕によって焼かれ、打たれ、漂流する忘れられた船体です。,,,,,
derelict_gatehauler,CUSTOM,星系間でほぼ瞬時の接続を確立するために使用されるゲートを運ぶ任務を持つ巨大な自動化された宇宙船です。無数の孤独なサイクルを旅した後、ゲートは新しいシステムに設置され、資源、データ、そしてドメインの壮大な文化と経済を支える経験を求める新参者の爆発を引き起こすために起動されます。,,,,,
derelict_seedship,CUSTOM,テラ環境を維持するプロセスを開始するために、頑丈な地衣類から単純な藻類、惑星条件が改善されるにつれてより高度な生命体を放出するクリオポッドドロップまでの一連の生命体を持つ約束された世界の種です。シードシップは、小さな小惑星から新しい材料を集め、新しい改造スターターキットを製造し、次のターゲットに移動します。,,,,,
derelict_cryosleeper,CUSTOM,これは、ドメインのコアシステムから人間の移民を数百万運んだ伝説の巨大な船の一つです。これは、射手座腕からオリオンスパーに広がる大きなフロンティアへと向かいました。センサーの弱いが安定したEM読み取りから判断すると、多くのスリーパーキャビネットは、ペルセウスの荒れた海岸で何百サイクルも経た後でも生存可能なままです。,,,,,
coronal_tap,CUSTOM,このメガストラクチャーのクラスは、かつてドメインの計り知れない産業力を支えており、人類文明をカルダシェフタイプIIの地位に押し上げました。これは、リンクされた星から直接、天文学的な規模でエネルギーを抽出することができます。適切なシャットダウン手順に従わずにアクティブなコロナルハイパーシュントの制御を失うことは、壊滅的な結果をもたらす可能性があります。,,,,,
cargo_pods,CUSTOM,宇宙を漂う貨物ポッドの束。これらは回収可能な貴重な商品を含んでいるか、あるいは救助可能なクリオ冷凍された乗組員を含んでいるかもしれません。,,,,,
cryopods,CUSTOM,宇宙を漂う一群の冷凍ポッド。これらには救助可能な冷凍された乗組員が含まれている可能性があります。,,,,,
supply_cache,CUSTOM,漂流し忘れ去られた物資、武器、またはその他の装備の隠れ場所 - 今まで。,,,,,
hidden_cache,CUSTOM,大きな小惑星の深い井戸の中に隠された隠れ場所で、内部に何があるかの手がかりはありません。,,,,,
weapon_cache,CUSTOM,これらの漂流する貨物ポッドは、宇宙船の武器に特有の奇妙なデータを示します。,,,,,
,,,,,,,
mairaath_station1,CUSTOM,サイクル82のマイラース攻撃で破壊されたこの冷たい残骸は、自己の破片の雲の中で軌道を維持しています。,,,,,
mairaath_station2,CUSTOM,かつてマイラースの三つのアストロポリの一つであったこのステーションは、プロメテウスクラスの燃料運搬船に衝突され、融合火と放射性塵の跡を残して軌道から引き離されました。それ以来、略奪者に占拠され、海賊の隠れ家となっています。,,このステーションに加えられた損傷は遠くからでも明らかで、近づくほどさらに衝撃的です。短い放射線スキャンでは驚くほど高温のデータが示されますが、このステーションを故郷と呼ぶ難民、絶望者、そして盗賊たちは、より緊急の問題を抱えているようです。,,,
planet_mazalot,CUSTOM,ザガン星系の市民中心であるマザロットは、貧しく不安定な政治体制であり、交互にルド教徒の大多数を迎合し、抑圧する一連の権威主義政府で知られています。惑星自体は成功したテラフォーミングの物語ですが、水が不足しています。非常に強い磁場のため、軌道インフラの設置と維持は不便です。これにより、独立志向の住民を安定させることはほとんどできませんでした。,,ザガン星系の人口の中心であり、実際にセクター全体で人口統計的に重要であるにもかかわらず、マザロットはペルセアン連盟の世界の中で弱いリンクであり、しばしばクーデターや代理戦争の現場となります。時折、慈悲深い政権が権力を握りますが、連盟と他の主要派閥との長期的なゲームの中で外部の力によってすぐに打倒されます。,,,
planet_yesod,CUSTOM,眠る氷河によって裂かれた石の高原の冷たく静かな世界は、ペルセアン連盟によってAM燃料施設を保護するために強化されました。しかし、崩壊後の資本投資の不足により、生産は決してフルキャパシティには達しませんでした。マザロットの最新の政府が何であれ、民間オペレーターをなだめるために自由貿易政策が導入されました。,,イェソドに関して、主要な連盟の家系は、トライ・タキオンがこの世界に足場を築くべきではないという点でのみ合意しています - あるいは少なくとも、この反トライ・タキオン政策を公に支持しているように見えることが重要です。競合する利害関係によって効果的な拒否権が発生し、イェソドの完全な潜在能力は未だ開発されていません。,,,
planet_ilm,CUSTOM,マザロットを誰が支配していても、イルムの工場や氷原でお金を稼ぐことができます。これらの輸出はこの貧しいシステムに資本を供給します。マザロットの若者たちはここで働くために来て、給料を家に送りますが、多くはルドの道から逸れます。それにもかかわらず、イルムは浄化や戦争を回避することができています。なぜなら、マザロットを誰が支配していても、イルムでお金を稼ぐことができるからです。,,単なる企業の町以上のものであり、これは軌道セキュリティプラットフォームの列から、破損した地殻から資源を引き裂く遠隔操作の鉱山までの企業の政治体制です。イルムは半軍事化された企業の取締役会によって支配されています。投資家の身元は公の情報ではありませんが、最も偏執的でない推測はペルセアン連盟とトライ・タキオンの資本の混合を支持しています。,,,
planet_salamanca,CUSTOM,濃厚な窒素の煙霧が、サラマンカに点在する水氷の枯れた山々に炭化水素を降らせています。その足元では、汚れた居住ドームが装甲作業員を散らし、オーガニック抽出器や精製所を維持するロボットドローンを誘導しています。ここでのすべての産業は、適切な前面からの裏で、追放されたマザロット政権/犯罪カルテルによって支配されています。,,メガコーポが支援する資源採掘の入植地として始まったものは、マザロットから追放された権威主義政権に忠実な小艦隊によって強制的に打倒されました。彼らはペルセアン連盟に再参加することで正当性を取り戻そうとしていますが、犯罪ネットワークに深く結びついており、連盟の同盟国の間でも特に不信を抱かれています。,,,
planet_kazeron,CUSTOM,かつてのガス巨人の金属に富んだコアで、古代の天体の大災害でその体が吹き飛ばされたカゼロンは、エキゾチックな重金属が豊富です。テラフォーミングが不可能であるにもかかわらず、これはドメインがペルセアン辺境の船、装備、重機の需要を満たすために自動工場のクラスターを設置するための主要な場所となりました。,,ペルセアン連盟の世界カゼロンは、常に戦艦とそれを指揮するための高度に訓練された士官に対してその義務を果たします。カゼロンは産業と軍事生産の豊かな伝統を持ち、ペルセアン連盟の力の要となっています。,,,
planet_eldfell,CUSTOM,異常に活発なハイパーボルケーノのクラスターで知られる不毛の世界、グレッティル。薄い大気は火山活動によって完全に再生されています。,,グレッティルのハイパーボルケーノクラスターの基部に掘られたフランチャイズ鉱山からはかつて豊富な鉱石が採掘されていました。主要な集落は休止中のスパーに建設され、主に新たに精製所で働くロボジョッキーの子孫によって人口が構成されています。この政治体制は、カゼロンに支配された複数の産業コンバインの共通の合意によって制御されていますが、メンバーシップに伴う費用のため、ペルセアン連盟のメンバーではありません。,,,
station_thulian_raiders,CUSTOM,トゥーレ星系は、カゼロンの貴族的な権力支配から逃れ、鉱石や揮発性物質の多くのリングシステムの中で独立を求める探鉱者や小規模な鉱夫で溢れています。時にはこれらのフリーエージェントが団結し、より豊かな賞品に目を向けます - こうしてトゥーリアン海賊は人間がこのシステムに住んでいる限り、カゼロンを悩ませてきました。,,連盟海軍からの時折の取り締まりにもかかわらず、トゥーレの海賊たちは常に違法な商取引と権力の仲介の中心を再構築しているようです。もし一つの家系が他の家系を傷つけるために海賊に報酬を支払ったら、誰が言えるでしょう？それらの海賊は、彼らが狙っているターゲットからより良いオファーを受けるかもしれませんし、一方で艦隊の士官はライバルの家系を傷つけるために目をつぶるかもしれません - こうしてサイクルは続いていきます。,,,
planet_horn,CUSTOM,超巨大な地球型世界であるホーンは、圧倒的に高い重力によって人間の居住と経済的資源の採掘を妨げています。この世界は激しい地震、大きな休眠カルデラ、そして隕石の衝突によって穴が開いた無限の灰色の平原が広がっているため、望ましいものはほとんどありません。,,,,,
planet_athulf,CUSTOM,ホーンの形成の初期の激しいサイクルからの残骸かもしれない月アスルフは、同様の組成を持ち、親のホーンではアクセスできない鉱石や重金属への便利なアクセスを提供します。人類はこのセクターのドメイン植民地化の初期から与えられた贈り物を利用しました。,,アスルフは伝統的にフィケンヒルドの王の個人的な所有物と見なされており、他に裕福でない王にとって重要な収入を提供します。宮廷の服装は豪華で、王位の貴族的義務は厳しいです。アスルフの住民も重要な支持基盤を形成し、良く扱われると現職の王に強力な投票ブロックを提供します。しかし、ストライキや暴動がアスルフの豊かな鉱山を襲うと、それはウェスターネスに新しい王がすぐに誕生する明確な兆候です。,,,
planet_fikenhild,CUSTOM,この小さな海の月は、システムの政治的中心であり、ウェスターネスの王の座であり、連盟への代表です。フィケンヒルドの五つの大きな浮遊アーコロジーは昼夜を問わず輝き、数十の競争の激しいホロエンターテインメントスタジオをホストしていることで知られています。,,ウェスターネスのシステムは、伝統的に人気投票で選ばれた「王」によって支配されており、その裁判の開催 - 特定の主要な行政および司法機能の処理 - は地元のシステムでエンターテインメントとして放送されます。ウェスターネスの王は賢明で公正であり、何よりもエンターテイメント性が重要とされています。システムの潜在的な過剰は、交互に騒々しく感情的な観客参加セグメントの文化によって制約されています。王は強力ですが、人々の心は不安定であり、十分に説得力のある反対の物語によって王に対して動かされる可能性があります。,,,
planet_suddene,CUSTOM,システムの最初の調査によって二次テラフォーミング候補として分類されたスデンは、閉じた水文サイクルを欠く砂漠の世界です。崩壊前のテラフォーミングで形成された海は徐々に深い帯水層に浸透し、次第に小さく、塩分が増し、遺伝子改造されたクリルの各メタ世代にとって有毒になっています。推定では、完全な生態系の崩壊はわずか1世紀か2世紀の先にあるとされています。スデンの住民は、フィケンヒルドのホロ小説では運命論的なロマンチストとして描かれることが一般的です。,,スデンのテラフォーミングと水を持つ彗星の列は、残された当局が純粋な生存に資源を集中させるため、崩壊後に急速に放棄されました。インフラと人口が不足しているため、スデンは常に経済的および政治的な問題においてフィケンヒルドに対して不本意ながら従属してきました。最近のウェスターネスの王による改革により、投票権が拡大され、スデンの苦い反乱者たちはシステム政治の頑固な妨害者となりました。,,,
planet_ailmar,CUSTOM,冷たく厳しい世界であるアイルマールは、既存の火山活動により初期の胞子船によって播種の対象として選ばれました。人類がウェスターネス星系に到着したとき、彼らは氷嵐によって滑らかに磨かれた無生物の高地の世界を見つけました。しかし、生命は小さな谷や峡谷を見つけ、火山の州に集まった遺伝子改造されたラーチ-6の森さえ見つけました。アイルマールでの生活は厳しいですが、困難にもかかわらず生きている世界です。,,崩壊前の工業化により、アイルマールはルド教団や時折海賊など、さまざまな競合するシステム外の勢力と妥協することでウェスターネス王国からの独立を維持してきました。アイルマレンはフィケンヒルドのホロエンターテインメントでの主要な敵役であり、冷静でありながら裏切り者として描かれています。,,,
